address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"4654 S Cooper St,Ste 340,Arlington, TX 76017",Royal Tea,Arlington,6/13/2017,Coffee & Tea/Cafes,10/26/2020,4,155,TX,4654 S Cooper St,76017
"9127 TX-26,Ste 130,North Richland Hills, TX 76180",Bobaddiction North Richland Hills,North Richland Hills,8/23/2018,Bubble Tea/Coffee & Tea/Food Trucks,10/19/2020,3,40,TX,9127 TX-26,76180
"700 W Spring Creek Pkwy,Ste 102,Plano, TX 75023",Bazaria Frozen Yogurt & Ice Cream Cafe,Plano,4/29/2018,Ice Cream & Frozen Yogurt/Juice Bars & Smoothies/Bubble Tea,10/4/2020,4,12,TX,700 W Spring Creek Pkwy,75023
"819 West Arapaho Rd,Ste 56,Richardson, TX 75080",Mantra Leaf Cafe,Richardson,4/2/2017,Bubble Tea/Cafes/Shaved Snow,9/20/2020,4,93,TX,819 West Arapaho Rd,75080
"6121 W Park Blvd,Willowbend Mall,Plano, TX 75093",Milk Bubbles,Plano,7/24/2016,Bubble Tea/Juice Bars & Smoothies,9/28/2019,3,18,TX,6121 W Park Blvd,75093
"5307 Colleyville Blvd,Ste 120,Colleyville, TX 76034",My Lan Vietnamese Kitchen,Colleyville,9/28/2019,Vietnamese/Coffee & Tea/Bubble Tea,10/30/2020,4,135,TX,5307 Colleyville Blvd,76034
"2625 W Pioneer Pkwy,Ste 207,Grand Prairie, TX 75051",BAMBU,Grand Prairie,1/26/2014,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,10/14/2020,3,137,TX,2625 W Pioneer Pkwy,75051
"5480 FM423,Ste 200,Frisco, TX 75036",Annie's Sweets & Treats,Frisco,9/4/2017,Ice Cream & Frozen Yogurt/Bakeries/Bubble Tea,11/1/2020,4,105,TX,5480 FM423,75036
"400 N Greenville Ave,Ste 9,Richardson, TX 75081",85°C Bakery Cafe,Richardson,6/20/2017,Bakeries/Coffee & Tea/Patisserie/Cake Shop,10/30/2020,4,176,TX,400 N Greenville Ave,75081
"3011 Gulden Ln,Dallas, TX 75212",Beto & Son,Dallas,11/21/2016,Mexican,11/1/2020,4,825,TX,3011 Gulden Ln,75212
"1288 W Main St,Ste 142,Lewisville, TX 75067",Sukoon Coffee & Ice Cream,Lewisville,9/19/2016,Coffee & Tea/Ice Cream & Frozen Yogurt/Bubble Tea,10/13/2020,4,71,TX,1288 W Main St,75067
"6900 Alma Dr,Ste 220,Plano, TX 75023",MŌMŌ CHÁ,Plano,1/12/2018,Desserts/Bubble Tea/Coffee & Tea,9/3/2020,4,128,TX,6900 Alma Dr,75023
"803 Woodbridge Pkwy,Ste 1300,Wylie, TX 75098",Drip N Roll - Wylie,Wylie,,Ice Cream & Frozen Yogurt/Bubble Tea,,,,TX,803 Woodbridge Pkwy,75098
"3000 Blackburn St,Ste 140C,Dallas, TX 75204",Pho Crimson Cafe,Dallas,1/16/2014,Vietnamese/Asian Fusion,11/1/2020,3,418,TX,3000 Blackburn St,75204
"1640 W Mockingbird Ln,Dallas, TX 75235",Pho Chau Restaurant,Dallas,11/7/2008,Vietnamese,9/29/2020,3,167,TX,1640 W Mockingbird Ln,75235
"614 W Park Row Dr,Arlington, TX 76010",Unitea Bubble Tea,Arlington,10/11/2017,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,10/29/2020,4,82,TX,614 W Park Row Dr,76010
"6225 N Josey Ln,Ste L114,Lewisville, TX 75056",Teapioca Lounge,Lewisville,9/17/2018,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/16/2020,4,62,TX,6225 N Josey Ln,75056
"2403 W Airport Fwy,Irving, TX 75062",Foo's Asian Grill & Bubble Tea,Irving,7/3/2012,Asian Fusion/Thai,10/9/2020,3,186,TX,2403 W Airport Fwy,75062
"775 Grapevine Hwy,Ste 250,Hurst, TX 76054",Ono Poke,Hurst,2/4/2019,Salad/Poke,11/1/2020,4,110,TX,775 Grapevine Hwy,76054
"581 W Campbell Rd,Ste 127,Richardson, TX 75080",Sweet Daze Dessert Bar,Richardson,6/9/2017,Desserts/Ice Cream & Frozen Yogurt/Bakeries,10/21/2020,3,518,TX,581 W Campbell Rd,75080
"16100 TX-121,Bldg B Ste 210,Frisco, TX 75035",Boba Latte - Frisco,Frisco,7/4/2019,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,10/15/2020,4,70,TX,16100 TX-121,75035
"7707 N MacArthur Blvd,Ste 110,Irving, TX 75063",Kibo Asian Fusion Restaurant,Irving,5/10/2019,Japanese,10/18/2020,4,40,TX,7707 N MacArthur Blvd,75063
"310 B Terrace Dr,Richardson, TX 75081",Hometown Cafe,Richardson,1/12/2015,Chinese/Juice Bars & Smoothies/Seafood,9/29/2020,4,69,TX,310 B Terrace Dr,75081
"4135 Beltline Rd,Ste 114,Addison, TX 75001",Boba Tea & Treats,Addison,4/11/2013,Bubble Tea/Juice Bars & Smoothies/Shaved Snow,10/23/2020,3,114,TX,4135 Beltline Rd,75001
"9370 Warren Pkwy,Ste 120,Frisco, TX 75035",Gong Cha,Frisco,3/18/2019,Coffee & Tea/Bubble Tea/Waffles,10/8/2020,3,44,TX,9370 Warren Pkwy,75035
"6305 Hillcrest Ave,Dallas, TX 75205",I Heart Yogurt,Dallas,12/12/2009,Ice Cream & Frozen Yogurt/Juice Bars & Smoothies,11/17/2019,3,25,TX,6305 Hillcrest Ave,75205
"6107 Greenville Ave,Dallas, TX 75206",Zaap Kitchen Lao & Thai Street Eats,Dallas,2/5/2018,Laotian/Thai/Asian Fusion,10/31/2020,4,340,TX,6107 Greenville Ave,75206
"400 N Greenville Ave,Ste 20,Richardson, TX 75081",Java Land Coffee Haus,Richardson,2/2/2015,Coffee & Tea/Chicken Wings/Waffles,10/31/2020,3,280,TX,400 N Greenville Ave,75081
"2816 Central Dr,Ste 145,Bedford, TX 76021",Hole-y Boba & Donuts,Bedford,8/20/2017,Donuts/Bubble Tea/Desserts,9/12/2020,3,78,TX,2816 Central Dr,76021
"1211 E Debbie Ln,Ste 101,Mansfield, TX 76063",America's Best Coffee and Donuts,Mansfield,1/9/2011,Coffee & Tea/Bakeries/Donuts,10/9/2020,4,91,TX,1211 E Debbie Ln,76063
"4135 Belt Line Rd,Ste 112,Addison, TX 75001",Best Thai Signature,Addison,5/7/2008,Thai/Vegetarian/Vegan,10/27/2020,4,405,TX,4135 Belt Line Rd,75001
"9711 Plano Rd,Ste C,Dallas, TX 75238",ZIZi Ramen & Sushi,Dallas,7/27/2018,Ramen/Sushi Bars/Asian Fusion,10/26/2020,4,94,TX,9711 Plano Rd,75238
"5220 S State Hwy 360,Ste 120,Grand Prairie, TX 75052",Kung Fu Tea,Grand Prairie,7/2/2016,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,6/15/2020,3,184,TX,5220 S State Hwy 360,75052
"8555 Preston Rd,Frisco, TX 75034",Tapioca Express,Frisco,12/12/2017,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,10/23/2019,4,33,TX,8555 Preston Rd,75034
"3212 N Jupiter Rd,Ste 101,Garland, TX 75044",Lee's Sandwiches,Garland,6/20/2013,Vietnamese/Sandwiches/Coffee & Tea,11/1/2020,3,88,TX,3212 N Jupiter Rd,75044
"151 W Spring Creek Pkwy,Ste 515,Plano, TX 75023",The Bund,Plano,5/10/2018,Shanghainese/Bubble Tea/Taiwanese,7/25/2019,4,12,TX,151 W Spring Creek Pkwy,75023
"2625 Old Denton Rd,Ste 225,Carrollton, TX 75007",Escape,Carrollton,10/8/2010,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,8/14/2019,3,28,TX,2625 Old Denton Rd,75007
"2625 Old Denton Rd.,#200,Carrollton, TX 75007",H Mart - Carrollton,Carrollton,2/27/2008,Korean/International Grocery/Food Court,10/28/2020,4,516,TX,2625 Old Denton Rd.,75007
