address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"15803 Windermere Dr,Pflugerville, TX 78660",Pflugerville Neighborhood Center,Pflugerville,10/1/2017,,10/1/2017,5,1,TX,15803 Windermere Dr,78660
"428 Grand Ave Pkwy,Ste 130,Pflugerville, TX 78660",Smiling Donuts,Pflugerville,2/29/2020,Donuts,10/29/2020,5,21,TX,428 Grand Ave Pkwy,78660
"4401 South Interstate Highway 35,Round Rock, TX 78664",Famous Wok,Round Rock,4/3/2017,Chinese,12/7/2019,3,11,TX,4401 South Interstate Highway 35,78664
"5401 S Fm 1626,Ste 370,Kyle, TX 78640",Pho Thái Son-Kyle,Kyle,11/11/2008,Vietnamese/Sushi Bars,9/20/2020,3,277,TX,5401 S Fm 1626,78640
"8557 Research Blvd,Austin, TX 78758",Pho Van,Austin,6/17/2005,Vietnamese,10/24/2020,4,357,TX,8557 Research Blvd,78758
"15803 Windermere Dr,Pflugerville, TX 78660",Pflugerville Personal Training,Pflugerville,,,,,,TX,15803 Windermere Dr,78660
"10901 N Lamar Blvd,Ste 401,Chinatown Center,Austin, TX 78753",First Chinese Barbecue,Austin,8/29/2006,Chinese/Barbeque,10/28/2020,4,463,TX,10901 N Lamar Blvd,78753
"7601 N Lamar Blvd,Austin, TX 78752",Kim Phung Restaurant,Austin,2/24/2007,Vietnamese/Chinese,10/9/2020,3,316,TX,7601 N Lamar Blvd,78752
"320 East 6th St,Austin, TX 78701",Alamo Drafthouse Cinema Ritz,Austin,2/5/2006,Cinema/Bars/Dinner Theater,4/9/2020,4,564,TX,320 East 6th St,78701
"1700 W Parmer Ln,Ste 210,Austin, TX 78727",Teapioca Lounge,Austin,1/7/2011,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,9/27/2020,4,537,TX,1700 W Parmer Ln,78727
"2525 W Anderson Ln,Ste 285,Austin, TX 78757",Feng Cha,Austin,7/14/2019,Coffee & Tea/Bubble Tea/Desserts,10/24/2020,4,103,TX,2525 W Anderson Ln,78757
"8557 Research Blvd,Ste 118,Austin, TX 78758",Coco's Cafe,Austin,8/9/2006,Taiwanese/Coffee & Tea/Bubble Tea,11/1/2020,4,497,TX,8557 Research Blvd,78758
"9308 Anderson Mill Rd,Ste 500,Austin, TX 78729",Boba Tea,Austin,7/26/2020,Bubble Tea/Vietnamese/Sandwiches,10/24/2020,4,20,TX,9308 Anderson Mill Rd,78729
"6929 Airport Blvd,Ste 110,Austin, TX 78752",Fruitealicious Bubble Tea & Smoothies,Austin,3/3/2018,Bubble Tea/Juice Bars & Smoothies/Coffee & Tea,9/25/2020,4,80,TX,6929 Airport Blvd,78752
"9070 Research Blvd,Ste 102,Austin, TX 78758",Kung Fu Tea,Austin,10/9/2016,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/5/2020,4,237,TX,9070 Research Blvd,78758
"13343 N Hwy 183,Ste 275,Austin, TX 78750",Sharetea,Austin,7/10/2018,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/13/2020,4,133,TX,13343 N Hwy 183,78750
"9600 S IH-35,Ste B-300,Austin, TX 78748",Teapioca Lounge,Austin,2/16/2012,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,9/20/2020,4,292,TX,9600 S IH-35,78748
"1725 E Riverside Dr,Unit B,Austin, TX 78741",Tea Cup,Austin,7/2/2019,Bubble Tea,10/28/2020,4,70,TX,1725 E Riverside Dr,78741
"11200 Lakeline Mall Dr,Lakeline Mall,Cedar Park, TX 78613",Simon's Sushi,Cedar Park,2/19/2010,Sushi Bars,8/24/2019,3,27,TX,11200 Lakeline Mall Dr,78613
"8557 Research Blvd,Ste 116,Austin, TX 78758",Din Ho Chinese BBQ,Austin,6/16/2005,Chinese/Barbeque,8/9/2020,3,803,TX,8557 Research Blvd,78758
