address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"6320 Garth Rd,Ste 140,Baytown, TX 77521",Zero Degrees,Baytown,2/6/2019,Bubble Tea/Coffee & Tea,,3,41,TX,6320 Garth Rd,77521
"1302 Blalock Rd.,Houston, TX 77055",H Mart - Houston,Houston,5/3/2008,Korean/International Grocery/Seafood,10/17/2020,4,369,TX,1302 Blalock Rd.,77055
"4109 Yellowstone Dr,Pasadena, TX 77504",Snow Hut Shaved Ice,Pasadena,4/23/2013,Shaved Ice/Bubble Tea,4/6/2019,4,15,TX,4109 Yellowstone Dr,77504
"9252 Bellaire Blvd,Ste A,Houston, TX 77036",Star Snow Ice,Houston,12/18/2011,Juice Bars & Smoothies/Bubble Tea/Shaved Snow,10/4/2020,4,81,TX,9252 Bellaire Blvd,77036
"801 Town & Country Blvd,Ste A120,Houston, TX 77024",SWEET,Houston,2/5/2011,Coffee & Tea/Desserts/Cupcakes,10/22/2020,3,569,TX,801 Town & Country Blvd,77024
"21953 Katy Fwy,Ste A,Katy, TX 77450",Freezy Frenzy,Katy,,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,10/25/2020,4,45,TX,21953 Katy Fwy,77450
"10555 Westheimer Rd,Ste G,Houston, TX 77042",Banh Mi Bon,Houston,7/30/2019,Vietnamese,10/30/2020,4,41,TX,10555 Westheimer Rd,77042
"3006 Blalock Rd,Houston, TX 77080",Jolly Cup Teahouse & Sandwich,Houston,4/5/2010,Sandwiches/Bubble Tea,7/14/2020,3,30,TX,3006 Blalock Rd,77080
"16801 El Camino Real,Houston, TX 77058",The Teahouse Tapioca & Tea,Houston,4/10/2016,Coffee & Tea/Bubble Tea,10/8/2020,3,101,TX,16801 El Camino Real,77058
"11131 Harlem Rd,Ste 600,Richmond, TX 77406",Om Nom Cafe,Richmond,1/5/2020,Vietnamese/Bubble Tea/Sandwiches,10/31/2020,4,34,TX,11131 Harlem Rd,77406
"19111 Katy Fwy,Ste 300,Houston, TX 77094",Ling Long,Houston,8/24/2019,Chinese/Noodles,10/26/2020,4,52,TX,19111 Katy Fwy,77094
"2129 Farm To Market 2920,Ste 260,Spring, TX 77388",The Teahouse Tapioca & Tea,Spring,2/2/2020,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,8/2/2020,4,7,TX,2129 Farm To Market 2920,77388
"2055 Westheimer Rd,Ste 100,Houston, TX 77098",Pokeworks,Houston,2/8/2018,Poke/Salad/Sushi Bars,10/21/2020,4,253,TX,2055 Westheimer Rd,77098
"13151 Bissonnet St,Ste 350,Houston, TX 77099",Sao Mai Diem Hen,Houston,12/27/2016,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,3/14/2019,4,9,TX,13151 Bissonnet St,77099
"3412 Hwy 6,Ste N,Sugar Land, TX 77478",Mia’s Goodies,Sugar Land,5/30/2020,Desserts,10/25/2020,4,25,TX,3412 Hwy 6,77478
"17458 Northwest Fwy,Jersey Village, TX 77040",Freezy Frenzy,Jersey Village,7/1/2017,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,10/29/2020,4,86,TX,17458 Northwest Fwy,77040
"1660 W Lake Houston Pkwy,Ste 106,Houston, TX 77345",The Berry Bar,Houston,4/7/2012,Ice Cream & Frozen Yogurt/Juice Bars & Smoothies,,4,29,TX,1660 W Lake Houston Pkwy,77345
"9889 Bellaire Blvd,Ste 112A,Houston, TX 77036",Nu Cafe,Houston,3/7/2011,Ice Cream & Frozen Yogurt/Coffee & Tea/Shaved Snow,,4,674,TX,9889 Bellaire Blvd,77036
"10830 W Bellfort Ave,Houston, TX 77099",Simply Viet,Houston,6/3/2016,Juice Bars & Smoothies/Vietnamese/Bubble Tea,8/29/2020,4,151,TX,10830 W Bellfort Ave,77099
"3416 Fm 2920 Rd,Ste 210,Spring, TX 77388",Fu Manchung,Spring,7/28/2017,Vietnamese/Bubble Tea/Juice Bars & Smoothies,10/30/2020,5,591,TX,3416 Fm 2920 Rd,77388
"3645 Fm 1960,Ste 238,Houston, TX 77014",Kung Fu Tea,Houston,10/13/2016,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/17/2020,3,82,TX,3645 Fm 1960,77014
"4926 Beechnut St,Houston, TX 77096",The Teahouse Tapioca & Tea,Houston,5/23/2017,Coffee & Tea/Juice Bars & Smoothies,10/18/2020,3,63,TX,4926 Beechnut St,77096
"1243 Eldridge Rd,Sugar Land, TX 77478",Tea Time,Sugar Land,,Coffee & Tea/Bubble Tea,1/6/2020,4,4,TX,1243 Eldridge Rd,77478
"8361 Spencer Hwy,Deer Park, TX 77536",Snow House,Deer Park,9/15/2017,Bubble Tea/Juice Bars & Smoothies/Shaved Snow,5/12/2020,4,15,TX,8361 Spencer Hwy,77536
"9750 Bellaire Blvd,Ste 168,Houston, TX 77036",85°C Bakery Cafe,Houston,7/1/2017,Coffee & Tea/Patisserie/Cake Shop/Bakeries,10/24/2020,3,554,TX,9750 Bellaire Blvd,77036
"609 Dulles Ave,Ste 800,Stafford, TX 77477",Fresh Boba,Stafford,7/18/2013,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,2/9/2020,4,118,TX,609 Dulles Ave,77477
"9002 Chimney Rock Rd,Ste F,Houston, TX 77096",Fioza,Houston,2/24/2009,Coffee & Tea/Breakfast & Brunch,10/19/2020,4,246,TX,9002 Chimney Rock Rd,77096
"11201 Bellaire Blvd,Ste A13,Houston, TX 77072",Tram's Teahouse,Houston,11/17/2018,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/30/2020,3,10,TX,11201 Bellaire Blvd,77072
"12804 Gulf Fwy,Ste 900,Houston, TX 77034",Bun Bo Hue Duc Chuong 3,Houston,7/14/2012,Vietnamese/Coffee & Tea/Juice Bars & Smoothies,10/20/2020,4,89,TX,12804 Gulf Fwy,77034
"9344 Jones Rd,Houston, TX 77065",Pho Mai Tai,Houston,9/29/2010,Vietnamese/Chinese,10/21/2020,4,198,TX,9344 Jones Rd,77065
"2735 Town Center Blvd N,Ste R,Sugar Land, TX 77479",Dulce Tapioca,Sugar Land,2/24/2009,Coffee & Tea/Bubble Tea,10/13/2020,4,247,TX,2735 Town Center Blvd N,77479
